id,name,height,weight,base_experience,types,abilities,hp,attack,defense,speed,image_url
262,mightyena,10,370,147,['dark'],"['intimidate', 'quick-feet', 'moxie']",70,90,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png
263,zigzagoon,4,175,56,['normal'],"['pickup', 'gluttony', 'quick-feet']",38,30,41,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png
264,linoone,5,325,147,['normal'],"['pickup', 'gluttony', 'quick-feet']",78,70,61,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png
265,wurmple,3,36,56,['bug'],"['shield-dust', 'run-away']",45,45,35,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png
266,silcoon,6,100,72,['bug'],['shed-skin'],50,35,55,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png
267,beautifly,10,284,178,"['bug', 'flying']","['swarm', 'rivalry']",60,70,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png
268,cascoon,7,115,72,['bug'],['shed-skin'],50,35,55,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png
269,dustox,12,316,173,"['bug', 'poison']","['shield-dust', 'compound-eyes']",60,50,70,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png
270,lotad,5,26,44,"['water', 'grass']","['swift-swim', 'rain-dish', 'own-tempo']",40,30,30,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png
271,lombre,12,325,119,"['water', 'grass']","['swift-swim', 'rain-dish', 'own-tempo']",60,50,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png
272,ludicolo,15,550,240,"['water', 'grass']","['swift-swim', 'rain-dish', 'own-tempo']",80,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png
273,seedot,5,40,44,['grass'],"['chlorophyll', 'early-bird', 'pickpocket']",40,40,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png
274,nuzleaf,10,280,119,"['grass', 'dark']","['chlorophyll', 'early-bird', 'pickpocket']",70,70,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png
275,shiftry,13,596,240,"['grass', 'dark']","['chlorophyll', 'wind-rider', 'pickpocket']",90,100,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png
276,taillow,3,23,54,"['normal', 'flying']","['guts', 'scrappy']",40,55,30,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png
277,swellow,7,198,159,"['normal', 'flying']","['guts', 'scrappy']",60,85,60,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png
278,wingull,6,95,54,"['water', 'flying']","['keen-eye', 'hydration', 'rain-dish']",40,30,30,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png
279,pelipper,12,280,154,"['water', 'flying']","['keen-eye', 'drizzle', 'rain-dish']",60,50,100,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png
280,ralts,4,66,40,"['psychic', 'fairy']","['synchronize', 'trace', 'telepathy']",28,25,25,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png
281,kirlia,8,202,97,"['psychic', 'fairy']","['synchronize', 'trace', 'telepathy']",38,35,35,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png
282,gardevoir,16,484,259,"['psychic', 'fairy']","['synchronize', 'trace', 'telepathy']",68,65,65,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png
283,surskit,5,17,54,"['bug', 'water']","['swift-swim', 'rain-dish']",40,30,32,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png
284,masquerain,8,36,159,"['bug', 'flying']","['intimidate', 'unnerve']",70,60,62,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png
285,shroomish,4,45,59,['grass'],"['effect-spore', 'poison-heal', 'quick-feet']",60,40,60,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png
286,breloom,12,392,161,"['grass', 'fighting']","['effect-spore', 'poison-heal', 'technician']",60,130,80,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png
287,slakoth,8,240,56,['normal'],['truant'],60,60,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png
288,vigoroth,14,465,154,['normal'],['vital-spirit'],80,80,80,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png
289,slaking,20,1305,252,['normal'],['truant'],150,160,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png
290,nincada,5,55,53,"['bug', 'ground']","['compound-eyes', 'run-away']",31,45,90,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png
291,ninjask,8,120,160,"['bug', 'flying']","['speed-boost', 'infiltrator']",61,90,45,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png
292,shedinja,8,12,83,"['bug', 'ghost']",['wonder-guard'],1,90,45,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png
293,whismur,6,163,48,['normal'],"['soundproof', 'rattled']",64,51,23,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png
294,loudred,10,405,126,['normal'],"['soundproof', 'scrappy']",84,71,43,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png
295,exploud,15,840,245,['normal'],"['soundproof', 'scrappy']",104,91,63,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png
296,makuhita,10,864,47,['fighting'],"['thick-fat', 'guts', 'sheer-force']",72,60,30,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png
297,hariyama,23,2538,166,['fighting'],"['thick-fat', 'guts', 'sheer-force']",144,120,60,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png
298,azurill,2,20,38,"['normal', 'fairy']","['thick-fat', 'huge-power', 'sap-sipper']",50,20,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png
299,nosepass,10,970,75,['rock'],"['sturdy', 'magnet-pull', 'sand-force']",30,45,135,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png
300,skitty,6,110,52,['normal'],"['cute-charm', 'normalize', 'wonder-skin']",50,45,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png
301,delcatty,11,326,140,['normal'],"['cute-charm', 'normalize', 'wonder-skin']",70,65,65,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png
302,sableye,5,110,133,"['dark', 'ghost']","['keen-eye', 'stall', 'prankster']",50,75,75,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png
303,mawile,6,115,133,"['steel', 'fairy']","['hyper-cutter', 'intimidate', 'sheer-force']",50,85,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png
304,aron,4,600,66,"['steel', 'rock']","['sturdy', 'rock-head', 'heavy-metal']",50,70,100,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png
305,lairon,9,1200,151,"['steel', 'rock']","['sturdy', 'rock-head', 'heavy-metal']",60,90,140,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png
306,aggron,21,3600,265,"['steel', 'rock']","['sturdy', 'rock-head', 'heavy-metal']",70,110,180,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png
307,meditite,6,112,56,"['fighting', 'psychic']","['pure-power', 'telepathy']",30,40,55,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png
308,medicham,13,315,144,"['fighting', 'psychic']","['pure-power', 'telepathy']",60,60,75,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png
309,electrike,6,152,59,['electric'],"['static', 'lightning-rod', 'minus']",40,45,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png
310,manectric,15,402,166,['electric'],"['static', 'lightning-rod', 'minus']",70,75,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png
311,plusle,4,42,142,['electric'],"['plus', 'lightning-rod']",60,50,40,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png
312,minun,4,42,142,['electric'],"['minus', 'volt-absorb']",60,40,50,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png
313,volbeat,7,177,151,['bug'],"['illuminate', 'swarm', 'prankster']",65,73,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png
314,illumise,6,177,151,['bug'],"['oblivious', 'tinted-lens', 'prankster']",65,47,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png
315,roselia,3,20,140,"['grass', 'poison']","['natural-cure', 'poison-point', 'leaf-guard']",50,60,45,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png
316,gulpin,4,103,60,['poison'],"['liquid-ooze', 'sticky-hold', 'gluttony']",70,43,53,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png
317,swalot,17,800,163,['poison'],"['liquid-ooze', 'sticky-hold', 'gluttony']",100,73,83,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png
318,carvanha,8,208,61,"['water', 'dark']","['rough-skin', 'speed-boost']",45,90,20,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png
319,sharpedo,18,888,161,"['water', 'dark']","['rough-skin', 'speed-boost']",70,120,40,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png
320,wailmer,20,1300,80,['water'],"['water-veil', 'oblivious', 'pressure']",130,70,35,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png
321,wailord,145,3980,175,['water'],"['water-veil', 'oblivious', 'pressure']",170,90,45,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png
322,numel,7,240,61,"['fire', 'ground']","['oblivious', 'simple', 'own-tempo']",60,60,40,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png
323,camerupt,19,2200,161,"['fire', 'ground']","['magma-armor', 'solid-rock', 'anger-point']",70,100,70,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png
324,torkoal,5,804,165,['fire'],"['white-smoke', 'drought', 'shell-armor']",70,85,140,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png
325,spoink,7,306,66,['psychic'],"['thick-fat', 'own-tempo', 'gluttony']",60,25,35,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png
326,grumpig,9,715,165,['psychic'],"['thick-fat', 'own-tempo', 'gluttony']",80,45,65,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png
327,spinda,11,50,126,['normal'],"['own-tempo', 'tangled-feet', 'contrary']",60,60,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png
328,trapinch,7,150,58,['ground'],"['hyper-cutter', 'arena-trap', 'sheer-force']",45,100,45,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png
329,vibrava,11,153,119,"['ground', 'dragon']",['levitate'],50,70,50,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png
330,flygon,20,820,260,"['ground', 'dragon']",['levitate'],80,100,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png
331,cacnea,4,513,67,['grass'],"['sand-veil', 'water-absorb']",50,85,40,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png
332,cacturne,13,774,166,"['grass', 'dark']","['sand-veil', 'water-absorb']",70,115,60,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png
333,swablu,4,12,62,"['normal', 'flying']","['natural-cure', 'cloud-nine']",45,40,60,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png
334,altaria,11,206,172,"['dragon', 'flying']","['natural-cure', 'cloud-nine']",75,70,90,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png
335,zangoose,13,403,160,['normal'],"['immunity', 'toxic-boost']",73,115,60,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png
336,seviper,27,525,160,['poison'],"['shed-skin', 'infiltrator']",73,100,60,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png
337,lunatone,10,1680,161,"['rock', 'psychic']",['levitate'],90,55,65,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png
338,solrock,12,1540,161,"['rock', 'psychic']",['levitate'],90,95,85,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png
339,barboach,4,19,58,"['water', 'ground']","['oblivious', 'anticipation', 'hydration']",50,48,43,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png
340,whiscash,9,236,164,"['water', 'ground']","['oblivious', 'anticipation', 'hydration']",110,78,73,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png
341,corphish,6,115,62,['water'],"['hyper-cutter', 'shell-armor', 'adaptability']",43,80,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png
342,crawdaunt,11,328,164,"['water', 'dark']","['hyper-cutter', 'shell-armor', 'adaptability']",63,120,85,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png
343,baltoy,5,215,60,"['ground', 'psychic']",['levitate'],40,40,55,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png
344,claydol,15,1080,175,"['ground', 'psychic']",['levitate'],60,70,105,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png
345,lileep,10,238,71,"['rock', 'grass']","['suction-cups', 'storm-drain']",66,41,77,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png
346,cradily,15,604,173,"['rock', 'grass']","['suction-cups', 'storm-drain']",86,81,97,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png
347,anorith,7,125,71,"['rock', 'bug']","['battle-armor', 'swift-swim']",45,95,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png
348,armaldo,15,682,173,"['rock', 'bug']","['battle-armor', 'swift-swim']",75,125,100,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png
349,feebas,6,74,40,['water'],"['swift-swim', 'oblivious', 'adaptability']",20,15,20,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png
350,milotic,62,1620,189,['water'],"['marvel-scale', 'competitive', 'cute-charm']",95,60,79,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png
351,castform,3,8,147,['normal'],['forecast'],70,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png
352,kecleon,10,220,154,['normal'],"['color-change', 'protean']",60,90,70,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png
353,shuppet,6,23,59,['ghost'],"['insomnia', 'frisk', 'cursed-body']",44,75,35,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png
354,banette,11,125,159,['ghost'],"['insomnia', 'frisk', 'cursed-body']",64,115,65,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png
355,duskull,8,150,59,['ghost'],"['levitate', 'frisk']",20,40,90,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png
356,dusclops,16,306,159,['ghost'],"['pressure', 'frisk']",40,70,130,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png
357,tropius,20,1000,161,"['grass', 'flying']","['chlorophyll', 'solar-power', 'harvest']",99,68,83,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png
358,chimecho,6,10,159,['psychic'],['levitate'],75,50,80,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png
359,absol,12,470,163,['dark'],"['pressure', 'super-luck', 'justified']",65,130,60,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png
360,wynaut,6,140,52,['psychic'],"['shadow-tag', 'telepathy']",95,23,48,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png
361,snorunt,7,168,60,['ice'],"['inner-focus', 'ice-body', 'moody']",50,50,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png
362,glalie,15,2565,168,['ice'],"['inner-focus', 'ice-body', 'moody']",80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png
363,spheal,8,395,58,"['ice', 'water']","['thick-fat', 'ice-body', 'oblivious']",70,40,50,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png
364,sealeo,11,876,144,"['ice', 'water']","['thick-fat', 'ice-body', 'oblivious']",90,60,70,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png
365,walrein,14,1506,265,"['ice', 'water']","['thick-fat', 'ice-body', 'oblivious']",110,80,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png
366,clamperl,4,525,69,['water'],"['shell-armor', 'rattled']",35,64,85,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png
367,huntail,17,270,170,['water'],"['swift-swim', 'water-veil']",55,104,105,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png
368,gorebyss,18,226,170,['water'],"['swift-swim', 'hydration']",55,84,105,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png
369,relicanth,10,234,170,"['water', 'rock']","['swift-swim', 'rock-head', 'sturdy']",100,90,130,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png
370,luvdisc,6,87,116,['water'],"['swift-swim', 'hydration']",43,30,55,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/370.png
371,bagon,6,421,60,['dragon'],"['rock-head', 'sheer-force']",45,75,60,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/371.png
372,shelgon,11,1105,147,['dragon'],"['rock-head', 'overcoat']",65,95,100,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/372.png
373,salamence,15,1026,300,"['dragon', 'flying']","['intimidate', 'moxie']",95,135,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/373.png
374,beldum,6,952,60,"['steel', 'psychic']","['clear-body', 'light-metal']",40,55,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/374.png
375,metang,12,2025,147,"['steel', 'psychic']","['clear-body', 'light-metal']",60,75,100,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/375.png
376,metagross,16,5500,300,"['steel', 'psychic']","['clear-body', 'light-metal']",80,135,130,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png
377,regirock,17,2300,290,['rock'],"['clear-body', 'sturdy']",80,100,200,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png
378,regice,18,1750,290,['ice'],"['clear-body', 'ice-body']",80,50,100,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png
379,registeel,19,2050,290,['steel'],"['clear-body', 'light-metal']",80,75,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/379.png
380,latias,14,400,300,"['dragon', 'psychic']",['levitate'],80,80,90,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/380.png
381,latios,20,600,300,"['dragon', 'psychic']",['levitate'],80,90,80,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/381.png
382,kyogre,45,3520,335,['water'],['drizzle'],100,100,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png
383,groudon,35,9500,335,['ground'],['drought'],100,150,140,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/383.png
384,rayquaza,70,2065,340,"['dragon', 'flying']",['air-lock'],105,150,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/384.png
385,jirachi,3,11,300,"['steel', 'psychic']",['serene-grace'],100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/385.png
386,deoxys-normal,17,608,270,['psychic'],['pressure'],50,150,50,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/386.png
387,turtwig,4,102,64,['grass'],"['overgrow', 'shell-armor']",55,68,64,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/387.png
388,grotle,11,970,142,['grass'],"['overgrow', 'shell-armor']",75,89,85,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/388.png
389,torterra,22,3100,236,"['grass', 'ground']","['overgrow', 'shell-armor']",95,109,105,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/389.png
390,chimchar,5,62,62,['fire'],"['blaze', 'iron-fist']",44,58,44,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/390.png
391,monferno,9,220,142,"['fire', 'fighting']","['blaze', 'iron-fist']",64,78,52,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/391.png
392,infernape,12,550,240,"['fire', 'fighting']","['blaze', 'iron-fist']",76,104,71,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/392.png
393,piplup,4,52,63,['water'],"['torrent', 'competitive']",53,51,53,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/393.png
394,prinplup,8,230,142,['water'],"['torrent', 'competitive']",64,66,68,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/394.png
395,empoleon,17,845,239,"['water', 'steel']","['torrent', 'competitive']",84,86,88,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/395.png
396,starly,3,20,49,"['normal', 'flying']","['keen-eye', 'reckless']",40,55,30,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/396.png
397,staravia,6,155,119,"['normal', 'flying']","['intimidate', 'reckless']",55,75,50,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/397.png
398,staraptor,12,249,218,"['normal', 'flying']","['intimidate', 'reckless']",85,120,70,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/398.png
399,bidoof,5,200,50,['normal'],"['simple', 'unaware', 'moody']",59,45,40,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/399.png
400,bibarel,10,315,144,"['normal', 'water']","['simple', 'unaware', 'moody']",79,85,60,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/400.png
401,kricketot,3,22,39,['bug'],"['shed-skin', 'run-away']",37,25,41,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/401.png
402,kricketune,10,255,134,['bug'],"['swarm', 'technician']",77,85,51,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/402.png
403,shinx,5,95,53,['electric'],"['rivalry', 'intimidate', 'guts']",45,65,34,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/403.png
404,luxio,9,305,127,['electric'],"['rivalry', 'intimidate', 'guts']",60,85,49,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/404.png
405,luxray,14,420,262,['electric'],"['rivalry', 'intimidate', 'guts']",80,120,79,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/405.png
406,budew,2,12,56,"['grass', 'poison']","['natural-cure', 'poison-point', 'leaf-guard']",40,30,35,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/406.png
407,roserade,9,145,258,"['grass', 'poison']","['natural-cure', 'poison-point', 'technician']",60,70,65,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/407.png
408,cranidos,9,315,70,['rock'],"['mold-breaker', 'sheer-force']",67,125,40,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/408.png
409,rampardos,16,1025,173,['rock'],"['mold-breaker', 'sheer-force']",97,165,60,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/409.png
410,shieldon,5,570,70,"['rock', 'steel']","['sturdy', 'soundproof']",30,42,118,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/410.png
